text	prompt
Unit 42 threat researchers have recently observed a threat group distributing new, custom developed malware. We have labelled this threat group the [PLACEHOLDER] Group and our research shows that the [PLACEHOLDER] Group has been active since at least 2013.  In the past, the [PLACEHOLDER] Group has relied heavily on off-the-shelf tools. Our new research shows the [PLACEHOLDER] Group have made a shift to custom-developed malware. We believe this shift indicates the [PLACEHOLDER] Group have improved their technical capabilities. 	You are given a threat report that describes a cyber incident. Any direct mentions of the threat actor group, specific campaign names, or malware names responsible have been replaced with [PLACEHOLDER]. Your task is to analyze the report and attribute the incident to a known threat actor based on the techniques, tactics, procedures (TTPs), and any other relevant information described. your response should contain only the name of the threat actor without any other text or introduction. Threat Report: Unit 42 threat researchers have recently observed a threat group distributing new, custom developed malware. We have labelled this threat group the [PLACEHOLDER] Group and our research shows that the [PLACEHOLDER] Group has been active since at least 2013.  In the past, the [PLACEHOLDER] Group has relied heavily on off-the-shelf tools. Our new research shows the [PLACEHOLDER] Group have made a shift to custom-developed malware. We believe this shift indicates the [PLACEHOLDER] Group have improved their technical capabilities. 
FireEye characterizes [PLACEHOLDER] as an actor specialized on intellectual property theft, focusing on data and projects that make a particular organization competetive in its field. Based on available data (April 2016), FireEye assesses that [PLACEHOLDER] conducts network operations at the behest of the Chinese Government. Also according to Crowdstrike, this adversary is suspected of continuing to target upstream providers (e.g., law firms and managed service providers) to support additional intrusions against high-profile assets. In 2018, CrowdStrike observed this adversary using spear-phishing, URL “web bugs” and scheduled tasks to automate credential harvesting. 	You are given a threat report that describes a cyber incident. Any direct mentions of the threat actor group, specific campaign names, or malware names responsible have been replaced with [PLACEHOLDER]. Your task is to analyze the report and attribute the incident to a known threat actor based on the techniques, tactics, procedures (TTPs), and any other relevant information described. your response should contain only the name of the threat actor without any other text or introduction. Threat Report: FireEye characterizes [PLACEHOLDER] as an actor specialized on intellectual property theft, focusing on data and projects that make a particular organization competetive in its field. Based on available data (April 2016), FireEye assesses that [PLACEHOLDER] conducts network operations at the behest of the Chinese Government. Also according to Crowdstrike, this adversary is suspected of continuing to target upstream providers (e.g., law firms and managed service providers) to support additional intrusions against high-profile assets. In 2018, CrowdStrike observed this adversary using spear-phishing, URL “web bugs” and scheduled tasks to automate credential harvesting. 
FireEye has identified [PLACEHOLDER] operations dating back to 2014. [PLACEHOLDER], also known as the [PLACEHOLDER] Team, is a threat group sponsored by the Iranian government that conducts long term, resource-intensive operations to collect strategic intelligence. [PLACEHOLDER] typically targets U.S. and the Middle Eastern military, diplomatic and government personnel, organizations in the media, energy and defense industrial base (DIB), and engineering, business services and telecommunications sectors. 	You are given a threat report that describes a cyber incident. Any direct mentions of the threat actor group, specific campaign names, or malware names responsible have been replaced with [PLACEHOLDER]. Your task is to analyze the report and attribute the incident to a known threat actor based on the techniques, tactics, procedures (TTPs), and any other relevant information described. your response should contain only the name of the threat actor without any other text or introduction. Threat Report: FireEye has identified [PLACEHOLDER] operations dating back to 2014. [PLACEHOLDER], also known as the [PLACEHOLDER] Team, is a threat group sponsored by the Iranian government that conducts long term, resource-intensive operations to collect strategic intelligence. [PLACEHOLDER] typically targets U.S. and the Middle Eastern military, diplomatic and government personnel, organizations in the media, energy and defense industrial base (DIB), and engineering, business services and telecommunications sectors. 
[PLACEHOLDER] (aka [PLACEHOLDER], aka [PLACEHOLDER]) is an group with a suspected nexus to Iran that targets organizations involved in government, defense technology, military, and diplomacy sectors. 	You are given a threat report that describes a cyber incident. Any direct mentions of the threat actor group, specific campaign names, or malware names responsible have been replaced with [PLACEHOLDER]. Your task is to analyze the report and attribute the incident to a known threat actor based on the techniques, tactics, procedures (TTPs), and any other relevant information described. your response should contain only the name of the threat actor without any other text or introduction. Threat Report: [PLACEHOLDER] (aka [PLACEHOLDER], aka [PLACEHOLDER]) is an group with a suspected nexus to Iran that targets organizations involved in government, defense technology, military, and diplomacy sectors. 
Since April 2018, an APT group ([PLACEHOLDER], [PLACEHOLDER]) suspected coming from South America carried out continuous targeted attacks against Colombian government institutions as well as important corporations in financial sector, petroleum industry, professional manufacturing, etc. 	You are given a threat report that describes a cyber incident. Any direct mentions of the threat actor group, specific campaign names, or malware names responsible have been replaced with [PLACEHOLDER]. Your task is to analyze the report and attribute the incident to a known threat actor based on the techniques, tactics, procedures (TTPs), and any other relevant information described. your response should contain only the name of the threat actor without any other text or introduction. Threat Report: Since April 2018, an APT group ([PLACEHOLDER], [PLACEHOLDER]) suspected coming from South America carried out continuous targeted attacks against Colombian government institutions as well as important corporations in financial sector, petroleum industry, professional manufacturing, etc. 
The [PLACEHOLDER] Group (also known as [PLACEHOLDER], [PLACEHOLDER], [PLACEHOLDER] and [PLACEHOLDER]) is a cyber espionage group believed to have ties to the Russian government. Likely operating since 2007, the group is known to target government, military, and security organizations. It has been characterized as an advanced persistent threat. 	You are given a threat report that describes a cyber incident. Any direct mentions of the threat actor group, specific campaign names, or malware names responsible have been replaced with [PLACEHOLDER]. Your task is to analyze the report and attribute the incident to a known threat actor based on the techniques, tactics, procedures (TTPs), and any other relevant information described. your response should contain only the name of the threat actor without any other text or introduction. Threat Report: The [PLACEHOLDER] Group (also known as [PLACEHOLDER], [PLACEHOLDER], [PLACEHOLDER] and [PLACEHOLDER]) is a cyber espionage group believed to have ties to the Russian government. Likely operating since 2007, the group is known to target government, military, and security organizations. It has been characterized as an advanced persistent threat. 
Reporting regarding activity related to the SolarWinds supply chain injection has grown quickly since initial disclosure on 13 December 2020. A significant amount of press reporting has focused on the identification of the actor(s) involved, victim organizations, possible campaign timeline, and potential impact. The US Government and cyber community have also provided detailed information on how the campaign was likely conducted and some of the malware used.  MITRE’s ATT&CK team — with the assistance of contributors — has been mapping techniques used by the actor group, referred to as [PLACEHOLDER]/[PLACEHOLDER] by FireEye and Volexity respectively, as well as SUNBURST and TEARDROP malware. 	You are given a threat report that describes a cyber incident. Any direct mentions of the threat actor group, specific campaign names, or malware names responsible have been replaced with [PLACEHOLDER]. Your task is to analyze the report and attribute the incident to a known threat actor based on the techniques, tactics, procedures (TTPs), and any other relevant information described. your response should contain only the name of the threat actor without any other text or introduction. Threat Report: Reporting regarding activity related to the SolarWinds supply chain injection has grown quickly since initial disclosure on 13 December 2020. A significant amount of press reporting has focused on the identification of the actor(s) involved, victim organizations, possible campaign timeline, and potential impact. The US Government and cyber community have also provided detailed information on how the campaign was likely conducted and some of the malware used.  MITRE’s ATT&CK team — with the assistance of contributors — has been mapping techniques used by the actor group, referred to as [PLACEHOLDER]/[PLACEHOLDER] by FireEye and Volexity respectively, as well as SUNBURST and TEARDROP malware. 
Adversaries abusing ICS (based on Dragos Inc adversary list). This threat actor targets organizations involved in oil, gas, and electricity production, primarily in the Gulf region, for espionage purposes. According to one cybersecurity company, the threat actor “compromises a target machine and passes it off to another threat actor for further exploitation.” 	You are given a threat report that describes a cyber incident. Any direct mentions of the threat actor group, specific campaign names, or malware names responsible have been replaced with [PLACEHOLDER]. Your task is to analyze the report and attribute the incident to a known threat actor based on the techniques, tactics, procedures (TTPs), and any other relevant information described. your response should contain only the name of the threat actor without any other text or introduction. Threat Report: Adversaries abusing ICS (based on Dragos Inc adversary list). This threat actor targets organizations involved in oil, gas, and electricity production, primarily in the Gulf region, for espionage purposes. According to one cybersecurity company, the threat actor “compromises a target machine and passes it off to another threat actor for further exploitation.” 
[PLACEHOLDER] is a prolific cyber threat group that carries out Chinese state-sponsored espionage activity in addition to financially motivated activity potentially outside of state control. 	You are given a threat report that describes a cyber incident. Any direct mentions of the threat actor group, specific campaign names, or malware names responsible have been replaced with [PLACEHOLDER]. Your task is to analyze the report and attribute the incident to a known threat actor based on the techniques, tactics, procedures (TTPs), and any other relevant information described. your response should contain only the name of the threat actor without any other text or introduction. Threat Report: [PLACEHOLDER] is a prolific cyber threat group that carries out Chinese state-sponsored espionage activity in addition to financially motivated activity potentially outside of state control. 
[PLACEHOLDER] is a threat actor that primarily targets South Korean corporations and institutions. They are believed to collaborate with or operate as a subsidiary organization of the [PLACEHOLDER] threat group. WHOIS utilizes spear phishing attacks, watering hole attacks, and supply chain attacks for initial access. They have been known to exploit vulnerabilities and use malware such as Infostealer and TigerRAT. 	You are given a threat report that describes a cyber incident. Any direct mentions of the threat actor group, specific campaign names, or malware names responsible have been replaced with [PLACEHOLDER]. Your task is to analyze the report and attribute the incident to a known threat actor based on the techniques, tactics, procedures (TTPs), and any other relevant information described. your response should contain only the name of the threat actor without any other text or introduction. Threat Report: [PLACEHOLDER] is a threat actor that primarily targets South Korean corporations and institutions. They are believed to collaborate with or operate as a subsidiary organization of the [PLACEHOLDER] threat group. WHOIS utilizes spear phishing attacks, watering hole attacks, and supply chain attacks for initial access. They have been known to exploit vulnerabilities and use malware such as Infostealer and TigerRAT. 
This threat actor targets South Korean think tanks, industry, nuclear power operators, and the Ministry of Unification for espionage purposes. 	You are given a threat report that describes a cyber incident. Any direct mentions of the threat actor group, specific campaign names, or malware names responsible have been replaced with [PLACEHOLDER]. Your task is to analyze the report and attribute the incident to a known threat actor based on the techniques, tactics, procedures (TTPs), and any other relevant information described. your response should contain only the name of the threat actor without any other text or introduction. Threat Report: This threat actor targets South Korean think tanks, industry, nuclear power operators, and the Ministry of Unification for espionage purposes. 
Group targeting Indian Army or related assets in India, as well as activists and civil society in Pakistan. Attribution to a Pakistani connection has been made by TrendMicro and others. 	You are given a threat report that describes a cyber incident. Any direct mentions of the threat actor group, specific campaign names, or malware names responsible have been replaced with [PLACEHOLDER]. Your task is to analyze the report and attribute the incident to a known threat actor based on the techniques, tactics, procedures (TTPs), and any other relevant information described. your response should contain only the name of the threat actor without any other text or introduction. Threat Report: Group targeting Indian Army or related assets in India, as well as activists and civil society in Pakistan. Attribution to a Pakistani connection has been made by TrendMicro and others. 
FireEye has identified [PLACEHOLDER] operations dating back to 2014. [PLACEHOLDER], also known as the [PLACEHOLDER] Team, is a threat group sponsored by the Iranian government that conducts long term, resource-intensive operations to collect strategic intelligence. [PLACEHOLDER] typically targets U.S. and the Middle Eastern military, diplomatic and government personnel, organizations in the media, energy and defense industrial base (DIB), and engineering, business services and telecommunications sectors. 	You are given a threat report that describes a cyber incident. Any direct mentions of the threat actor group, specific campaign names, or malware names responsible have been replaced with [PLACEHOLDER]. Your task is to analyze the report and attribute the incident to a known threat actor based on the techniques, tactics, procedures (TTPs), and any other relevant information described. your response should contain only the name of the threat actor without any other text or introduction. Threat Report: FireEye has identified [PLACEHOLDER] operations dating back to 2014. [PLACEHOLDER], also known as the [PLACEHOLDER] Team, is a threat group sponsored by the Iranian government that conducts long term, resource-intensive operations to collect strategic intelligence. [PLACEHOLDER] typically targets U.S. and the Middle Eastern military, diplomatic and government personnel, organizations in the media, energy and defense industrial base (DIB), and engineering, business services and telecommunications sectors. 
